id,popularity,budget,revenue,original_title,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
293863,3.025852,25000000.0,42629776.0,The Age of Adaline,112,4/16/15,1221,7.3,2015,22999989.8800044,39219376.6634742
325348,3.023253,10000000.0,14333790.0,Hardcore Henry,97,9/12/15,396,5.9,2015,9199995.95200178,13187080.9976843
228161,2.976436,135000000.0,368871007.0,Home,94,3/18/15,1060,6.9,2015,124199945.352024,339361177.121082
286565,2.968254,12000000.0,85512300.0,Paper Towns,109,7/9/15,1252,6.2,2015,11039995.1424021,78671281.3846362
254320,2.885126,4000000.0,9064511.0,The Lobster,118,10/8/15,638,6.6,2015,3679998.38080071,8339346.45068756
258480,2.883233,11800000.0,40272135.0,Carol,118,11/20/15,562,7.1,2015,10855995.2233621,37050347.8978469
257211,2.814802,35000000.0,194564672.0,The Intern,121,9/24/15,1255,7.1,2015,32199985.8320062,178999419.480255
253412,2.798017,55000000.0,203427584.0,Everest,121,9/10/15,1172,6.7,2015,50599977.7360098,187153294.93255
274479,2.793297,60000000.0,101134059.0,Joy,124,12/24/15,1001,6.4,2015,55199975.7120106,93043293.3409509
257088,2.614499,105000000.0,133718711.0,Point Break,114,12/3/15,505,5.5,2015,96599957.4960187,123021159.990689
295964,2.584264,20000000.0,36606743.0,Burnt,100,10/2/15,631,6.3,2015,18399991.9040035,33678188.7415969
238615,2.578919,26000000.0,30523226.0,Self/less,116,7/10/15,719,6.2,2015,23919989.4752046,28081355.5642035
210860,2.575711,60000000.0,30418560.0,Mortdecai,106,1/21/15,696,5.3,2015,55199975.7120106,27985062.8865723
306819,2.557859,15000000.0,64191523.0,The Danish Girl,120,11/27/15,867,7.3,2015,13799993.9280026,59056175.1752829
201088,2.550747,70000000.0,17752940.0,Blackhat,133,1/13/15,584,5.0,2015,64399971.6640124,16332697.613613
273481,2.487849,30000000.0,84025816.0,Sicario,121,9/17/15,1479,7.1,2015,27599987.8560053,77303716.7063646
166424,2.487042,120000001.0,167977596.0,Fantastic Four,100,8/5/15,1565,4.4,2015,110399952.34402,154539320.322699
310131,2.46449,3500000.0,40423945.0,The Witch,92,3/24/15,700,5.8,2015,3219998.58320062,37190013.0363942
238713,2.404473,65000000.0,235666219.0,Spy,120,5/6/15,1840,6.9,2015,59799973.6880115,216812826.082356
256591,2.395366,50100000.0,153962963.0,Focus,105,2/25/15,1831,6.7,2015,46091979.7195289,141645863.63582
249070,2.354654,35000000.0,82347656.0,Hitman: Agent 47,96,8/20/15,820,5.5,2015,32199985.8320062,75759810.1856835
205775,2.345821,100000000.0,93820758.0,In the Heart of the Sea,122,11/20/15,805,6.4,2015,91999959.5200178,86315059.3813738
312221,2.331567,35000000.0,137935567.0,Creed,133,11/25/15,1171,7.3,2015,32199985.8320062,126900665.803707
271718,2.31767,35000000.0,140795793.0,Trainwreck,125,7/17/15,849,6.1,2015,32199985.8320062,129532072.565888
333352,2.29573,13000000.0,32848185.0,Eye in the Sky,102,9/11/15,265,7.2,2015,11959994.7376023,30220316.9030605
276907,2.28135,25000000.0,42972994.0,Legend,131,9/9/15,619,6.7,2015,22999989.8800044,39535137.0845396
266647,2.234573,150000000.0,128388320.0,Pan,111,9/24/15,586,5.9,2015,137999939.280026,118117202.42843
227973,2.140199,99000000.0,246233113.0,The Peanuts Movie,88,11/5/15,414,6.4,2015,91079959.9248176,226534364.284879
321741,2.121884,35000000.0,48623572.0,Concussion,123,11/12/15,500,6.9,2015,32199985.8320062,44733666.5571867
296100,2.096273,25000000.0,52395996.0,The Night Before,100,11/20/15,363,6.1,2015,22999989.8800044,48204295.1101101
263472,2.080935,2500000.0,5214043.0,Knock Knock,99,6/26/15,473,4.8,2015,2299998.98800044,4796917.44935632
228205,2.070708,34000000.0,63013281.0,The Longest Ride,128,4/9/15,711,7.3,2015,31279986.236806,57972193.012235
159824,2.060162,80000000.0,466183544.0,Hotel Transylvania 2,89,9/21/15,919,6.8,2015,73599967.6160142,428888671.768984
333348,2.055572,17000000.0,24000000.0,Love the Coopers,107,11/12/15,111,5.3,2015,15639993.118403,22079990.2848042
285783,2.049886,35000000.0,61181942.0,The Walk,123,9/30/15,706,6.8,2015,32199985.8320062,56287361.8735607
290764,2.026651,11000000.0,1863315.0,Tracers,94,1/15/15,326,5.9,2015,10119995.5472019,1714249.04573042
296099,2.000338,31000000.0,104384188.0,Vacation,99,7/28/15,846,6.1,2015,28519987.4512055,96033410.7052992
243688,1.984529,35000000.0,95437994.0,Poltergeist,93,5/20/15,589,5.0,2015,32199985.8320062,87802915.846717
287424,1.980039,4000000.0,187112.0,Maggie,95,5/8/15,384,5.1,2015,3679998.38080071,172142.964257095
181283,1.95632,50000000.0,3324330.0,Child 44,137,3/15/15,341,5.9,2015,45999979.7600089,3058382.2543118
328425,1.926739,5000000.0,58978653.0,The Gift,108,7/30/15,631,6.6,2015,4599997.97600089,54260336.8854517
274167,1.904898,50000000.0,240360392.0,Daddy's Home,96,12/25/15,568,5.7,2015,45999979.7600089,221131463.342156
309809,1.865007,64000000.0,97571250.0,The Little Prince,92,7/29/15,423,7.5,2015,58879974.0928114,89765510.5031753
298382,1.82313,11930000.0,18340000.0,The Dressmaker,118,10/1/15,197,6.9,2015,10975595.1707381,16872792.5759712
272693,1.758618,8500000.0,43528634.0,The DUFF,100,2/20/15,753,6.8,2015,7819996.55920151,40046325.6596167
283445,1.742286,10000000.0,52882018.0,Sinister 2,97,8/19/15,331,5.5,2015,9199995.95200178,48651435.1533685
256961,1.73518,30000000.0,107597242.0,Paul Blart: Mall Cop 2,94,4/16/15,422,5.3,2015,27599987.8560053,98989419.0846556
241251,1.65107799999999,4000000.0,50163103.0,The Boy Next Door,91,1/23/15,810,3.9,2015,3679998.38080071,46150034.4539848
188222,1.532997,30000000.0,49263404.0,Entourage,104,6/3/15,364,6.2,2015,27599987.8560053,45322311.7381828
252838,1.510096,23000000.0,79799880.0,The Wedding Ringer,101,1/16/15,446,6.5,2015,21159990.689604,73415857.2970227
273477,1.499614,15000000.0,14860766.0,Scouts Guide to the Zombie Apocalypse,93,10/23/15,288,6.2,2015,13799993.9280026,13671898.7043645
298312,1.495112,5000000.0,98450062.0,The Visit,94,9/10/15,729,5.9,2015,4599997.97600089,90574017.1874324
261023,1.48324599999999,53000000.0,99775678.0,Black Mass,122,9/4/15,848,6.3,2015,48759978.5456094,91793583.3708233
336004,1.449072,8900000.0,50136.0,Heist,93,11/13/15,233,5.4,2015,8187996.39728158,46125.0997049561
287903,1.448002,15000000.0,61548707.0,Krampus,98,11/26/15,342,5.9,2015,13799993.9280026,56624785.5250943
182560,1.443406,20000000.0,208588.0,Dark Places,113,3/31/15,322,5.7,2015,18399991.9040035,191900.875563614
192141,1.41239,5000000.0,54418872.0,No Escape,103,8/26/15,519,6.7,2015,4599997.97600089,50065340.2112503
308639,1.40805,700000.0,17986781.0,Dope,103,6/19/15,448,7.3,2015,643999.716640124,16547831.2389542
261392,1.388251,28000000.0,28208085.0,American Ultra,96,8/19/15,695,5.9,2015,25759988.6656049,25951426.7813722
304357,1.388032,11000000.0,61619773.0,Woman in Gold,120,4/10/15,277,7.3,2015,10119995.5472019,56690166.2163268
266294,1.376605,30000000.0,105011053.0,Sisters,118,12/18/15,399,5.9,2015,27599987.8560053,96610126.2515444
227719,1.360926,12000000.0,32248241.0,Project Almanac,106,1/30/15,637,6.3,2015,11039995.1424021,29668368.6659177
287948,1.355822,25000000.0,72629670.0,The Transporter Refueled,96,9/3/15,407,5.3,2015,22999989.8800044,66819266.9995225
201085,1.345982,55000000.0,74679822.0,Crimson Peak,119,10/13/15,819,6.4,2015,50599977.7360098,68705406.0096213
264999,1.338481,14800000.0,122413057.0,Magic Mike XXL,115,7/1/15,501,6.3,2015,13615994.0089626,112619962.887216
146301,1.338322,10000000.0,78099553.0,Paranormal Activity: The Ghost Dimension,88,10/21/15,267,5.0,2015,9199995.95200178,71851557.1453148
294016,1.316239,15000000.0,8235661.0,Trumbo,124,10/27/15,273,7.2,2015,13799993.9280026,7576804.78620589
290751,1.315266,19500000.0,32189727.0,Secret in Their Eyes,111,10/14/15,202,6.2,2015,17939992.1064034,29614535.8096042
228165,1.291013,74000000.0,311594032.0,The SpongeBob Movie: Sponge Out of Water,93,2/5/15,533,5.7,2015,68079970.0448131,286666383.306791
272878,1.278928,20000000.0,43967255.0,Max,111,6/26/15,214,7.0,2015,18399991.9040035,40449856.802063
266396,1.225325,40000000.0,10664749.0,The Gunman,115,2/16/15,283,5.6,2015,36799983.8080071,9811564.7629115
277685,1.191138,1000000.0,62882090.0,Unfriended,82,4/17/15,643,5.6,2015,919999.595200178,57851497.3453411
268920,1.178831,35000000.0,51680201.0,Hot Pursuit,87,5/8/15,472,5.5,2015,32199985.8320062,47545763.9998638
280092,1.164724,10000000.0,104303851.0,Insidious: Chapter 3,97,6/4/15,610,6.3,2015,9199995.95200178,95959500.6978197
328589,1.142518,6000000.0,41387687.0,The Lady in the Van,104,11/13/15,135,5.9,2015,5519997.57120106,38076655.2862716
228066,1.138395,40000000.0,34227298.0,Victor Frankenstein,109,11/10/15,408,5.5,2015,36799983.8080071,31489100.3047958
291270,1.125239,8000000.0,3759286.0,Anomalisa,90,12/30/15,259,6.7,2015,7359996.76160142,3458541.59824169
250124,1.03839,2000000.0,1477002.0,The Diary of a Teenage Girl,102,8/7/15,186,6.8,2015,1839999.19040035,1358841.24210985
282984,1.007054,11000000.0,27391084.0,Irrational Man,95,7/17/15,319,6.1,2015,10119995.5472019,25199786.192094
275601,0.956096,18000000.0,41325328.0,Ricki and the Flash,100,7/10/15,152,5.5,2015,16559992.7136032,38019285.0315145
304372,0.950793,12000000.0,60273173.0,The Perfect Guy,100,9/11/15,122,5.6,2015,11039995.1424021,55451294.7614303
252512,0.93762,10000000.0,7587485.0,While We're Young,97,3/27/15,265,5.9,2015,9199995.95200178,6980483.12858742
257091,0.927339,40000000.0,106511453.0,Get Hard,100,3/26/15,661,5.9,2015,36799983.8080071,97990493.6441828
293646,0.906036,25000000.0,24902723.0,The 33,120,8/6/15,262,5.8,2015,22999989.8800044,22910495.0793821
245168,0.898295999999999,14000000.0,16002420.0,Suffragette,106,10/16/15,231,7.1,2015,12879994.3328024,14722219.9222232
301351,0.880937999999999,6000000.0,11122090.0,We Are Your Friends,96,8/26/15,412,6.2,2015,5519997.57120106,10232318.2977799
268238,0.832487,10000000.0,85978266.0,The Second Best Exotic Marigold Hotel,122,2/26/15,196,6.4,2015,9199995.95200178,79099969.9160132
256962,0.829111,20000000.0,6420319.0,Little Boy,106,4/23/15,113,7.1,2015,18399991.9040035,5906690.88105601
222936,0.814206,37000000.0,26250020.0,Aloha,105,5/27/15,469,5.2,2015,34039985.0224065,24150007.7739965
10317,0.795762,28000000.0,7002261.0,Our Brand Is Crisis,108,9/11/15,122,5.7,2015,25759988.6656049,6442077.28548599
306745,0.706023,7000000.0,573335.0,Freeheld,103,10/2/15,86,7.1,2015,6439997.16640124,527467.967914094
292431,0.699932,3000000.0,695269.0,Love,134,7/6/15,307,4.7,2015,2759998.78560053,639647.198555232
300693,0.69957,9600000.0,2541554.0,Truth,121,9/12/15,89,6.4,2015,8831996.11392171,2338228.65117939
256924,0.690479,10000000.0,10835752.0,Danny Collins,107,3/20/15,114,6.6,2015,9199995.95200178,9968887.45368952
253414,0.689578999999999,15000000.0,3020664.0,Rock the Kasbah,100,10/22/15,56,5.1,2015,13799993.9280026,2779009.65723575
320588,0.673792,1000000.0,14444999.0,"Hello, My Name Is Doris",95,11/27/15,87,6.6,2015,919999.595200178,13289393.2326669
157544,0.669351,13000000.0,1784763.0,The Vatican Tapes,91,7/24/15,164,4.5,2015,11959994.7376023,1641981.23752825
283235,0.661471,8000000.0,1411927.0,99 Homes,112,9/25/15,121,6.8,2015,7359996.76160142,1298972.2684522
243938,0.661163,14000000.0,12314651.0,Hot Tub Time Machine 2,93,2/20/15,244,5.0,2015,12879994.3328024,11329473.9350314
254905,0.654046,4000000.0,143101.0,Manglehorn,97,6/3/15,35,5.0,2015,3679998.38080071,131652.86207274
232572,0.602165,8000000.0,35991087.0,A Walk in the Woods,104,9/2/15,171,5.4,2015,7359996.76160142,33111785.4708143
243940,0.599655,3300000.0,64110728.0,The Lazarus Effect,83,1/29/15,327,4.9,2015,3035998.66416058,58981843.8079887
239573,0.577814,35000000.0,14431253.0,Unfinished Business,90,3/5/15,241,4.9,2015,32199985.8320062,13276746.9182313
167810,0.570743999999999,2000000.0,45431.0,Lost River,95,4/8/15,129,5.7,2015,1839999.19040035,41796.5016095392
299245,0.532205,100000.0,42664410.0,The Gallows,87,7/10/15,247,5.0,2015,91999.9595200178,39251239.9294544
314385,0.524315,10000000.0,3334927.0,By the Sea,122,11/12/15,82,5.4,2015,9199995.95200178,3068131.49002214
253331,0.46209,9000000.0,21571189.0,Black or White,121,1/30/15,72,6.7,2015,8279996.3568016,19845485.1479865
297806,0.450872,13000000.0,1646788.0,I Saw the Light,123,9/11/15,19,5.6,2015,11959994.7376023,1515044.29338051
266639,0.435582,5000000.0,2333684.0,Jem and the Holograms,119,10/22/15,69,5.7,2015,4599997.97600089,2146988.33532513
283587,0.424813,6000000.0,90777.0,Beasts of No Nation,137,9/11/15,306,7.5,2015,5519997.57120106,83514.8032534865
234212,0.414913,3000000.0,3387000.0,Demonic,83,2/12/15,91,5.0,2015,2759998.78560053,3116038.628943
308638,0.402236,447524.0,771317.0,The D Train,101,5/8/15,47,4.2,2015,411721.898842364,709611.327771015
245846,0.365901,10000000.0,17472.0,Strangerland,111,7/1/15,48,5.0,2015,9199995.95200178,16074.2329273375
331190,0.336107,2000000.0,2801508.0,Captive,97,9/17/15,55,5.7,2015,1839999.19040035,2577386.22595006
343795,0.298751,5000000.0,4842699.0,90 Minutes in Heaven,121,9/11/15,24,5.7,2015,4599997.97600089,4455281.1196763
309304,0.259794,600000.0,7087452.0,Grandma,78,6/4/15,81,5.6,2015,551999.757120106,6520452.97100069
323272,0.731022,3000000.0,67790117.0,War Room,120,8/28/15,57,6.9,2015,2759998.78560053,62366880.1985727
273899,0.076109,13500000.0,187674.0,Stonewall,129,9/18/15,14,5.6,2015,12419994.5352024,172660.004029598
157336,24.949134,165000000.0,621752480.0,Interstellar,169,11/5/14,6498,8.0,2014,151980023.37729,572690645.122961
118340,14.311205,170000000.0,773312399.0,Guardians of the Galaxy,121,7/30/14,5612,7.9,2014,156585478.631148,712291130.169508
100402,12.971027,170000000.0,714766572.0,Captain America: The Winter Soldier,136,3/20/14,3848,7.6,2014,156585478.631148,658365092.859794
245891,11.422751,20000000.0,78739897.0,John Wick,101,10/22/14,2712,7.0,2014,18421821.0154291,72526614.4653665
131631,10.739009,125000000.0,752100229.0,The Hunger Games: Mockingjay - Part 1,123,11/18/14,3590,6.6,2014,115136381.346432,692752790.215065
122917,10.174599,250000000.0,955119788.0,The Hobbit: The Battle of the Five Armies,144,12/10/14,3110,7.1,2014,230272762.692864,879752289.141534
177572,8.691294,165000000.0,652105443.0,Big Hero 6,102,10/24/14,4185,7.8,2014,151980023.37729,600648487.706658
205596,8.110711,14000000.0,233555708.0,The Imitation Game,113,11/14/14,3478,8.0,2014,12895274.7108004,215126072.495392
198663,7.137273,34000000.0,348319861.0,The Maze Runner,113,9/10/14,3425,7.0,2014,31317095.7262296,320834306.773058
194662,6.90714799999999,18000000.0,103215094.0,Birdman,119,10/17/14,2801,7.3,2014,16579638.9138862,95070499.387935
210577,6.438727,61000000.0,369330363.0,Gone Girl,145,10/1/14,3720,7.9,2014,56186554.097059,340186892.137474
228150,6.415818,68000000.0,211817906.0,Fury,135,10/15/14,2572,7.4,2014,62634191.4524592,195103577.60975
181533,6.286692,127000000.0,349424282.0,Night at the Museum: Secret of the Tomb,97,12/17/14,1111,6.1,2014,116978563.447975,321851579.072442
157350,6.14502,85000000.0,288747895.0,Divergent,139,3/14/14,3038,6.9,2014,78292739.315574,265963102.013597
127585,6.052479,250000000.0,746000000.0,X-Men: Days of Future Past,131,5/15/14,4006,7.6,2014,230272762.692864,687133923.875509
240832,5.947136,40000000.0,463360063.0,Lucy,89,7/14/14,3699,6.3,2014,36843642.0308583,426796807.314199
98566,5.787396,125000000.0,477200000.0,Teenage Mutant Ninja Turtles,101,8/7/14,1836,5.8,2014,115136381.346432,439544649.42814
225886,5.701683,40000000.0,126069509.0,Sex Tape,97,7/17/14,1150,5.3,2014,36843642.0308583,116121496.515052
242582,5.522641,8500000.0,38697217.0,Nightcrawler,117,10/23/14,2087,7.6,2014,7829273.9315574,35643660.2684612
91314,4.983782,210000000.0,245500000.0,Transformers: Age of Extinction,165,6/25/14,2161,5.9,2014,193429120.662006,226127852.964393
120467,4.93082,30000000.0,174600318.0,The Grand Budapest Hotel,99,2/26/14,2802,7.9,2014,27632731.5231437,160822790.371651
244786,4.780419,3300000.0,13993093.0,Whiplash,105,10/10/14,2372,8.2,2014,3039600.46754581,12888912.7349127
119450,4.452507,170000000.0,708200000.0,Dawn of the Planet of the Apes,130,6/26/14,2625,7.4,2014,156585478.631148,652316682.156347
156022,4.145209,55000000.0,192330738.0,The Equalizer,132,9/24/14,2100,7.2,2014,50660007.7924302,177154121.56007
227159,4.105685,42000000.0,106645357.0,Horrible Bosses 2,108,11/26/14,1033,6.1,2014,38685824.1324013,98230083.9390274
102382,4.101979,200000000.0,705717432.0,The Amazing Spider-Man 2,142,4/16/14,2813,6.6,2014,184218210.154291,650030010.988616
137113,3.990452,178000000.0,370541256.0,Edge of Tomorrow,113,5/27/14,3267,7.7,2014,163954207.037319,341302234.843216
228967,3.989231,44000000.0,11305175.0,The Interview,112,12/25/14,1657,6.1,2014,40528006.2339442,10413095.5199052
190859,3.863074,58800000.0,542307423.0,American Sniper,134,12/11/14,3004,7.5,2014,54160153.7853618,499514514.092232
147441,3.81374,140000000.0,268031828.0,Exodus: Gods and Kings,153,12/3/14,1377,5.6,2014,128952747.108004,246881718.092715
124905,3.689601,160000000.0,529076069.0,Godzilla,123,5/14/14,2169,6.2,2014,147374568.123433,487327232.333243
102651,3.582315,180000000.0,758410378.0,Maleficent,97,5/28/14,2928,7.0,2014,165796389.138862,698565011.988
254904,3.573028,15000000.0,32556119.0,The November Man,108,8/27/14,481,6.0,2014,13816365.7615718,29987149.8587506
242512,3.489314,5000000.0,102529779.0,Ouija,89,10/24/14,569,4.9,2014,4605455.25385729,94439261.8744755
82702,3.489106,145000000.0,609123048.0,How to Train Your Dragon 2,102,6/12/14,2152,7.7,2014,133558202.361861,561057788.331434
270303,3.393741,2000000.0,13500000.0,It Follows,100,8/27/14,1003,6.6,2014,1842182.10154291,12434729.1854147
138103,3.34625,90000000.0,206172544.0,The Expendables 3,127,8/4/14,1275,6.2,2014,82898194.5694313,189903685.193185
137106,3.327799,60000000.0,469160692.0,The Lego Movie,100,2/6/14,2268,7.5,2014,55265463.0462875,432139714.774945
68737,3.260581,95000000.0,114178613.0,Seventh Son,102,12/12/14,675,5.1,2014,87503649.8232886,105168898.623797
266856,3.170271,15000000.0,121201940.0,The Theory of Everything,123,11/26/14,1960,7.8,2014,13816365.7615718,111638022.270139
193893,3.14993,17000000.0,136621271.0,Let's Be Cops,104,8/13/14,912,6.4,2014,15658547.8631148,125840630.063122
49017,3.028769,70000000.0,215529201.0,Dracula Untold,92,10/1/14,1666,6.1,2014,64476373.5540021,198522018.221023
270946,3.007018,132000000.0,373552094.0,Penguins of Madagascar,92,11/22/14,939,6.5,2014,121584018.701832,344075490.780339
224141,2.996038,50000000.0,212902372.0,Into the Woods,125,12/25/14,1095,5.6,2014,46054552.5385729,196102469.537216
53182,2.979181,110000000.0,337580051.0,300: Rise of an Empire,102,3/5/14,1664,6.1,2014,101320015.58486,310941963.895073
227156,2.881991,25000000.0,66980456.0,The Giver,94,8/11/14,1151,6.3,2014,23027276.2692864,61695098.5981915
187017,2.805019,50000000.0,188441614.0,22 Jump Street,112,6/5/14,2416,7.0,2014,46054552.5385729,173571884.248329
169917,2.777996,28000000.0,53181600.0,A Walk Among the Tombstones,113,9/18/14,823,6.2,2014,25790549.4216008,48985095.8257074
116149,2.721864,55000000.0,259207227.0,Paddington,95,11/27/14,606,7.1,2014,50660007.7924302,238753457.084986
284276,2.692691,7000000.0,2360281.0,Cake,102,9/7/14,255,6.1,2014,6447637.35540021,2174033.70640591
212778,2.67235,11000000.0,45967935.0,Chef,115,5/8/14,866,7.2,2014,10132001.558486,42340653.5509441
238636,2.611251,9000000.0,108782847.0,The Purge: Anarchy,104,7/17/14,1126,6.6,2014,8289819.45694313,100198906.84914
218043,2.601775,16000000.0,19682924.0,Left Behind,110,10/3/14,253,3.8,2014,14737456.8123433,18129765.1494147
85350,2.595951,4000000.0,44349000.0,Boyhood,164,6/5/14,1343,7.6,2014,3684364.20308583,40849467.0106634
241239,2.576396,20000000.0,12007070.0,A Most Violent Year,125,12/30/14,384,6.4,2014,18421821.0154291,11059604.7229864
184315,2.549403,100000000.0,243400000.0,Hercules,99,7/23/14,1215,5.6,2014,92109105.0771459,224193561.757773
86834,2.526779,125000000.0,362637473.0,Noah,139,3/20/14,1589,5.5,2014,115136381.346432,334022131.054676
205587,2.523101,50000000.0,83719388.0,The Judge,141,10/8/14,974,7.2,2014,46054552.5385729,77113179.0628635
232672,2.445165,40000000.0,123494610.0,Blended,117,5/21/14,720,6.7,2014,36843642.0308583,113749780.089511
195589,2.376309,18000000.0,268157400.0,Neighbors,96,5/8/14,1829,6.2,2014,16579638.9138862,246997381.338142
249164,2.361267,11000000.0,78874843.0,If I Stay,106,8/21/14,856,7.2,2014,10132001.558486,72650912.0183039
243683,2.303556,45000000.0,86165646.0,Step Up All In,112,7/16/14,421,6.7,2014,41449097.2847156,79366405.4145416
222935,2.293859,12000000.0,305151265.0,The Fault in Our Stars,125,5/16/14,2389,7.8,2014,11053092.6092575,281072099.32309
168530,2.165462,25000000.0,153997819.0,Ride Along,99,1/17/14,634,6.1,2014,23027276.2692864,141846012.919223
171274,2.160156,20000000.0,11110975.0,Inherent Vice,148,12/25/14,552,6.3,2014,18421821.0154291,10234219.6378454
137094,2.141491,60000000.0,50549107.0,Jack Ryan: Shadow Recruit,105,1/15/14,873,5.9,2014,55265463.0462875,46560330.0821889
225574,2.136758,50000000.0,222809600.0,Non-Stop,106,1/26/14,1648,6.8,2014,46054552.5385729,205227928.585968
206487,2.116264,5500000.0,3000000.0,Predestination,97,8/28/14,1136,7.2,2014,5066000.77924302,2763273.15231437
